restaurant_name,zip_code,inspection_date,score,address,facility_id,process_description,serialid
Botticelli's South Congress,78704,2012-05-18,87,"1321 S CONGRESS AVE AUSTIN, TX 78704 (30.25041903300047, -97.74936167899966)",10012237,Routine Inspection,1481
Bowie H.S. Culinary Kitchen,78749,2011-03-08,100,"4103 W SLAUGHTER LN AUSTIN, TX 78749 (30.18901687200048, -97.85685750499965)",2803191,Routine Inspection,1482
Botticelli's South Congress,78704,2011-04-27,73,"1321 S CONGRESS AVE AUSTIN, TX 78704 (30.25041903300047, -97.74936167899966)",10012237,Routine Inspection,1483
Boulevards Grill & Bar,78731,2013-02-05,85,"3616 FAR WEST BLVD AUSTIN, TX 78731 (30.35471576900045, -97.75564852499969)",2802419,Routine Inspection,1484
Boston Market #1981,78759,2011-05-31,89,"4607 W BRAKER LN AUSTIN, TX 78759 (30.400223154000457, -97.74503266199969)",2801703,Routine Inspection,1485
Boomerz Night Club,78735,2013-06-21,100,"6148 W US 290 HWY SVRD WB AUSTIN, TX 78735 (30.25409018600044, -97.86540606199969)",2803026,Routine Inspection,1486
Boone Elementary,78749,2013-10-15,94,"8101 CROFTWOOD DR AUSTIN, TX 78749 (30.204043476000436, -97.84083481299967)",2800267,Routine Inspection,1487
Bourbon Girl,78701,2013-08-08,93,"212 E 6TH ST AUSTIN, TX 78701 (30.267517169000485, -97.74075338999967)",10803830,Routine Inspection,1488
Boomerz Night Club,78735,2011-08-22,91,"6148 W US 290 HWY SVRD WB AUSTIN, TX 78735 (30.25409018600044, -97.86540606199969)",2803026,Routine Inspection,1489
Boulevards Grill & Bar,78731,2012-04-09,90,"3616 FAR WEST BLVD AUSTIN, TX 78731 (30.35471576900045, -97.75564852499969)",2802419,Routine Inspection,1490
Botticelli's South Congress,78704,2011-11-09,78,"1321 S CONGRESS AVE AUSTIN, TX 78704 (30.25041903300047, -97.74936167899966)",10012237,Routine Inspection,1491
Boulevards Grill & Bar,78731,2011-07-12,82,"3616 FAR WEST BLVD AUSTIN, TX 78731 (30.35471576900045, -97.75564852499969)",2802419,Routine Inspection,1492
Braker Shell Q Mart,78758,2011-03-24,89,"1316 W BRAKER LN AUSTIN, TX 78758 (30.38593562200049, -97.69514769999967)",10080079,Routine Inspection,1493
Braker Lane Christian Learning,78753,2013-04-09,96,"11300 HUNTERS LN AUSTIN, TX 78753 (30.37990105500046, -97.68258229899965)",2800735,Routine Inspection,1494
Bowie High School,78749,2012-05-09,96,"4103 W SLAUGHTER LN AUSTIN, TX 78749 (30.18901687200048, -97.85685750499965)",2800602,Routine Inspection,1495
Bowie H.S. Culinary Kitchen,78749,2013-05-09,93,"4103 W SLAUGHTER LN AUSTIN, TX 78749 (30.18901687200048, -97.85685750499965)",2803191,Routine Inspection,1496
Braker Shell Q Mart,78758,2013-02-11,82,"1316 W BRAKER LN AUSTIN, TX 78758 (30.38593562200049, -97.69514769999967)",10080079,Routine Inspection,1497
Braker Lane Christian Learning,78753,2013-11-08,100,"11300 HUNTERS LN AUSTIN, TX 78753 (30.37990105500046, -97.68258229899965)",2800735,Routine Inspection,1498
Braker Lane Christian Learning,78753,2011-06-07,96,"11300 HUNTERS LN AUSTIN, TX 78753 (30.37990105500046, -97.68258229899965)",2800735,Routine Inspection,1499
Braker Food Mart,78753,2012-12-14,94,"11300 N IH 35 SVRD SB AUSTIN, TX 78753 (30.371744244000467, -97.6805695279997)",10041179,Routine Inspection,1500
Braker Lane Christian Learning,78753,2011-11-21,100,"11300 HUNTERS LN AUSTIN, TX 78753 (30.37990105500046, -97.68258229899965)",2800735,Routine Inspection,1501
Braker Shell Q Mart,78758,2012-02-03,85,"1316 W BRAKER LN AUSTIN, TX 78758 (30.38593562200049, -97.69514769999967)",10080079,Routine Inspection,1502
Braker Food Mart,78753,2012-04-24,85,"11300 N IH 35 SVRD SB AUSTIN, TX 78753 (30.371744244000467, -97.6805695279997)",10041179,Routine Inspection,1503
Braker Shell Q Mart,78758,2011-08-30,87,"1316 W BRAKER LN AUSTIN, TX 78758 (30.38593562200049, -97.69514769999967)",10080079,Routine Inspection,1504
Bowie High School,78749,2011-03-08,100,"4103 W SLAUGHTER LN AUSTIN, TX 78749 (30.18901687200048, -97.85685750499965)",2800602,Routine Inspection,1505
Braker Food Mart,78753,2013-06-18,97,"11300 N IH 35 SVRD SB AUSTIN, TX 78753 (30.371744244000467, -97.6805695279997)",10041179,Routine Inspection,1506
Bowie High School,78749,2013-11-22,92,"4103 W SLAUGHTER LN AUSTIN, TX 78749 (30.18901687200048, -97.85685750499965)",2800602,Routine Inspection,1507
Branch Bar-B-Que,78728,2012-04-03,94,"1779 W WELLS BRANCH PKWY AUSTIN, TX 78728 (30.435925995000446, -97.67472610999965)",2800990,Routine Inspection,1508
Bowie High School,78749,2011-10-18,97,"4103 W SLAUGHTER LN AUSTIN, TX 78749 (30.18901687200048, -97.85685750499965)",2800602,Routine Inspection,1509
Bowie H.S. Culinary Kitchen,78749,2012-12-13,97,"4103 W SLAUGHTER LN AUSTIN, TX 78749 (30.18901687200048, -97.85685750499965)",2803191,Routine Inspection,1510
Bowie H.S. Culinary Kitchen,78749,2013-12-19,97,"4103 W SLAUGHTER LN AUSTIN, TX 78749 (30.18901687200048, -97.85685750499965)",2803191,Routine Inspection,1511
Bowie High School,78749,2012-10-17,100,"4103 W SLAUGHTER LN AUSTIN, TX 78749 (30.18901687200048, -97.85685750499965)",2800602,Routine Inspection,1512
Braker Food Mart,78753,2011-10-19,97,"11300 N IH 35 SVRD SB AUSTIN, TX 78753 (30.371744244000467, -97.6805695279997)",10041179,Routine Inspection,1513
Bread Basket,78757,2011-08-02,90,"2213 JUSTIN LN AUSTIN, TX 78757 (30.34497400100048, -97.73666007099968)",2804019,Routine Inspection,1514
Bread Basket,78745,2012-04-20,96,"2623 JONES RD AUSTIN, TX 78745 (30.225245592000476, -97.80321322799966)",2803462,Routine Inspection,1515
Bread Basket - Chevron,78719,2013-05-22,86,"9401 S US 183 HWY AUSTIN, TX 78719 (30.136592546000486, -97.67324819399965)",10174940,Routine Inspection,1516
Bread Basket,78745,2011-10-03,93,"2623 JONES RD AUSTIN, TX 78745 (30.225245592000476, -97.80321322799966)",2803462,Routine Inspection,1517
Bread Basket,78757,2013-07-12,94,"2213 JUSTIN LN AUSTIN, TX 78757 (30.34497400100048, -97.73666007099968)",2804019,Routine Inspection,1518
Bread Basket,78702,2013-10-14,97,"2150 E 7TH ST AUSTIN, TX 78702 (30.26157735500044, -97.71796416499967)",2803951,Routine Inspection,1519
Bread Basket - Chevron,78719,2012-05-29,90,"9401 S US 183 HWY AUSTIN, TX 78719 (30.136592546000486, -97.67324819399965)",10174940,Routine Inspection,1520
Bread Basket,78757,2012-09-10,97,"2213 JUSTIN LN AUSTIN, TX 78757 (30.34497400100048, -97.73666007099968)",2804019,Routine Inspection,1521
Bravo!! Catering and Event Planning,78731,2012-09-24,94,"5416 PARKCREST DR AUSTIN, TX 78731 (30.335510569000462, -97.75880023799965)",10710889,Routine Inspection,1522
Bravo!! Catering and Event Planning,78731,2013-04-09,100,"5416 PARKCREST DR AUSTIN, TX 78731 (30.335510569000462, -97.75880023799965)",10710889,Routine Inspection,1523
Bread Basket #1,78702,2012-12-14,94,"2228 E CESAR CHAVEZ ST AUSTIN, TX 78702 (30.255336701000488, -97.71945178299967)",10756615,Routine Inspection,1524
Bread Basket #1,78702,2013-06-11,100,"2228 E CESAR CHAVEZ ST AUSTIN, TX 78702 (30.255336701000488, -97.71945178299967)",10756615,Routine Inspection,1525
Bread Basket,78745,2014-02-05,80,"8801 WEST GATE BLVD AUSTIN, TX 78745 (30.194233307000445, -97.83115425799969)",10874948,Routine Inspection,1526
Bread Basket #1,78702,2013-12-23,90,"2228 E CESAR CHAVEZ ST AUSTIN, TX 78702 (30.255336701000488, -97.71945178299967)",10756615,Routine Inspection,1527
Bread Basket - Chevron,78719,2011-11-03,89,"9401 S US 183 HWY AUSTIN, TX 78719 (30.136592546000486, -97.67324819399965)",10174940,Routine Inspection,1528
Bravo!! Catering and Event Planning,78731,2013-11-01,92,"5416 PARKCREST DR AUSTIN, TX 78731 (30.335510569000462, -97.75880023799965)",10710889,Routine Inspection,1529
Bread Basket,78745,2014-01-16,94,"2623 JONES RD AUSTIN, TX 78745 (30.225245592000476, -97.80321322799966)",2803462,Routine Inspection,1530
Brentwood Christian School,78758,2013-10-22,93,"11908 N LAMAR BLVD AUSTIN, TX 78758 (30.39060219500044, -97.68244964499968)",10896974,Routine Inspection,1531
Breed & Co,78705,2012-05-21,100,"718 W 29TH ST AUSTIN, TX 78705 (30.29639662800048, -97.74479933299966)",2803539,Routine Inspection,1532
"Bread Basket, The",78702,2012-06-01,97,"1514 HOLLY ST AUSTIN, TX 78702 (30.25497664000045, -97.7304513959997)",2803741,Routine Inspection,1533
Bread Basket-East Cannon,78747,2013-01-31,83,"8101 SALT SPRINGS DR AUSTIN, TX 78747 (30.15884522300047, -97.74565447599969)",10261159,Routine Inspection,1534
Bread Basket-East Cannon,78747,2014-02-06,81,"8101 SALT SPRINGS DR AUSTIN, TX 78747 (30.15884522300047, -97.74565447599969)",10261159,Routine Inspection,1535
Breaktime Newsstand,78701,2012-10-02,100,"600 CONGRESS AVE Unit G200 AUSTIN, TX 78701 (30.268231368000443, -97.74280004999969)",10434981,Routine Inspection,1536
Bread Basket- Texaco,78617,2011-11-09,86,"12800 PEARCE LN AUSTIN, TX 78617 (30.169046543000434, -97.62227808599965)",10069013,Routine Inspection,1537
Bread Basket-East Cannon,78747,2012-07-06,83,"8101 SALT SPRINGS DR AUSTIN, TX 78747 (30.15884522300047, -97.74565447599969)",10261159,Routine Inspection,1538
"Bread Basket, The",78702,2012-12-03,97,"1514 HOLLY ST AUSTIN, TX 78702 (30.25497664000045, -97.7304513959997)",2803741,Routine Inspection,1539
Breed & Co,78705,2011-11-09,100,"718 W 29TH ST AUSTIN, TX 78705 (30.29639662800048, -97.74479933299966)",2803539,Routine Inspection,1540
Breaktime Newsstand,78701,2011-08-19,78,"600 CONGRESS AVE Unit G200 AUSTIN, TX 78701 (30.268231368000443, -97.74280004999969)",10434981,Routine Inspection,1541
Breed & Co,78705,2014-01-06,100,"718 W 29TH ST AUSTIN, TX 78705 (30.29639662800048, -97.74479933299966)",2803539,Routine Inspection,1542
Breaktime Newsstand,78701,2012-03-05,94,"600 CONGRESS AVE Unit G200 AUSTIN, TX 78701 (30.268231368000443, -97.74280004999969)",10434981,Routine Inspection,1543
"Bread Basket, The",78702,2013-12-27,96,"1514 HOLLY ST AUSTIN, TX 78702 (30.25497664000045, -97.7304513959997)",2803741,Routine Inspection,1544
Breaktime Newsstand,78701,2013-04-16,97,"600 CONGRESS AVE Unit G200 AUSTIN, TX 78701 (30.268231368000443, -97.74280004999969)",10434981,Routine Inspection,1545
Bread Basket - Chevron,78719,2012-11-29,85,"9401 S US 183 HWY AUSTIN, TX 78719 (30.136592546000486, -97.67324819399965)",10174940,Routine Inspection,1546
Bread Basket-East Cannon,78747,2011-07-07,96,"8101 SALT SPRINGS DR AUSTIN, TX 78747 (30.15884522300047, -97.74565447599969)",10261159,Routine Inspection,1547
"Bread Basket, The",78702,2011-05-27,82,"1514 HOLLY ST AUSTIN, TX 78702 (30.25497664000045, -97.7304513959997)",2803741,Routine Inspection,1548
"Brew Exchange, The",78701,2013-03-05,81,"706 W 6TH ST AUSTIN, TX 78701 (30.270096813000464, -97.74995269899966)",10139163,Routine Inspection,1549
Brian's Brew,78701,2012-03-15,88,"515 CONGRESS AVE AUSTIN, TX 78701 (30.267780108000466, -97.74289124899968)",10486212,Routine Inspection,1550
Brentwood Elementary,78757,2013-10-08,100,"6700 ARROYO SECO AUSTIN, TX 78757 (30.339806423000482, -97.73080553399967)",2800202,Routine Inspection,1551
Brentwood Elementary,78757,2013-03-27,100,"6700 ARROYO SECO AUSTIN, TX 78757 (30.339806423000482, -97.73080553399967)",2800202,Routine Inspection,1552
Brick Oven,78703,2012-05-04,94,"1608 W 35TH ST AUSTIN, TX 78703 (30.30742466500044, -97.75099379499966)",2801762,Routine Inspection,1553
Brick Oven Restaurant,78759,2012-01-10,91,"10710 RESEARCH BLVD SB Unit 310 AUSTIN, TX 78759 (30.397992911000472, -97.74661266399966)",2800033,Routine Inspection,1554
Brian's Brew,78701,2011-08-05,93,"515 CONGRESS AVE AUSTIN, TX 78701 (30.267780108000466, -97.74289124899968)",10486212,Routine Inspection,1555
Brian's Brew,78701,2013-05-09,91,"515 CONGRESS AVE AUSTIN, TX 78701 (30.267780108000466, -97.74289124899968)",10486212,Routine Inspection,1556
Brick House Tavern + Tap,78759,2013-08-20,86,"11680 RESEARCH BLVD SB Bldg A AUSTIN, TX 78759 (30.418361733000438, -97.74721460699965)",10523714,Routine Inspection,1557
Brentwood Elementary,78757,2012-03-21,100,"6700 ARROYO SECO AUSTIN, TX 78757 (30.339806423000482, -97.73080553399967)",2800202,Routine Inspection,1558
Brentwood Elementary,78757,2012-09-17,100,"6700 ARROYO SECO AUSTIN, TX 78757 (30.339806423000482, -97.73080553399967)",2800202,Routine Inspection,1559
Brick House Tavern + Tap,78759,2011-11-30,71,"11680 RESEARCH BLVD SB Bldg A AUSTIN, TX 78759 (30.418361733000438, -97.74721460699965)",10523714,Routine Inspection,1560
Brick Oven,78703,2013-12-04,90,"1608 W 35TH ST AUSTIN, TX 78703 (30.30742466500044, -97.75099379499966)",2801762,Routine Inspection,1561
Brentwood Oaks Devel Preschool,78758,2011-10-20,93,"11908 N LAMAR BLVD AUSTIN, TX 78758 (30.39060219500044, -97.68244964499968)",2801004,Routine Inspection,1562
"Brew Exchange, The",78701,2011-07-08,100,"706 W 6TH ST AUSTIN, TX 78701 (30.270096813000464, -97.74995269899966)",10139163,Routine Inspection,1563
Brian's Brew,78701,2012-10-17,89,"515 CONGRESS AVE AUSTIN, TX 78701 (30.267780108000466, -97.74289124899968)",10486212,Routine Inspection,1564
Brick Oven Restaurant,78701,2013-04-22,82,"1209 RED RIVER ST AUSTIN, TX 78701 (30.272683564000488, -97.73485029299968)",2800996,Routine Inspection,1565
Bright Horizons,78749,2011-09-01,100,"6111 DAVIS LN AUSTIN, TX 78749 (30.21152302200045, -97.87512346999966)",2801471,Routine Inspection,1566
Bright Horizons,78749,2013-07-30,92,"6111 DAVIS LN AUSTIN, TX 78749 (30.21152302200045, -97.87512346999966)",2801471,Routine Inspection,1567
Bridgepoint Cafe & Catering II,78730,2011-08-19,93,"6300 BRIDGE POINT PKWY AUSTIN, TX 78730 (30.35417804800045, -97.80126487399968)",10538181,Routine Inspection,1568
Brick Oven Restaurant,78759,2013-08-21,89,"10710 RESEARCH BLVD SB Unit 310 AUSTIN, TX 78759 (30.397992911000472, -97.74661266399966)",2800033,Routine Inspection,1569
Brick Oven Restaurant,78748,2012-09-12,97,"9911 BRODIE LN AUSTIN, TX 78748 (30.18477431800045, -97.8489847349997)",2801869,Routine Inspection,1570
Brick Oven Restaurant,78701,2012-07-27,100,"1209 RED RIVER ST AUSTIN, TX 78701 (30.272683564000488, -97.73485029299968)",2800996,Routine Inspection,1571
Bridgepoint Cafe Catering,78730,2012-09-10,93,"5918 WEST COURTYARD DR AUSTIN, TX 78730 (30.354648258000452, -97.79722129999965)",10238529,Routine Inspection,1572
Brick Oven Restaurant,78759,2011-05-16,88,"10710 RESEARCH BLVD SB Unit 310 AUSTIN, TX 78759 (30.397992911000472, -97.74661266399966)",2800033,Routine Inspection,1573
Bridgepoint Elem School,78746,2012-10-25,93,"6401 CEDAR ST AUSTIN, TX 78746 (30.339965133000476, -97.80459306499966)",2800786,Routine Inspection,1574
Bridgepoint Cafe Catering,78730,2013-04-09,96,"5918 WEST COURTYARD DR AUSTIN, TX 78730 (30.354648258000452, -97.79722129999965)",10238529,Routine Inspection,1575
Bright Horizons Family Solution,78758,2012-05-09,96,"2411 W BRAKER LN AUSTIN, TX 78758 (30.390182914000434, -97.71749158599965)",2801497,Routine Inspection,1576
Bridgepoint Cafe Catering,78730,2012-02-24,95,"5918 WEST COURTYARD DR AUSTIN, TX 78730 (30.354648258000452, -97.79722129999965)",10238529,Routine Inspection,1577
Bridgepoint Cafe & Catering II,78730,2013-04-09,96,"6300 BRIDGE POINT PKWY AUSTIN, TX 78730 (30.35417804800045, -97.80126487399968)",10538181,Routine Inspection,1578
Bright Horizons Family Solution,78758,2011-03-28,100,"2411 W BRAKER LN AUSTIN, TX 78758 (30.390182914000434, -97.71749158599965)",2801497,Routine Inspection,1579
Bright Horizons,78749,2012-03-28,95,"6111 DAVIS LN AUSTIN, TX 78749 (30.21152302200045, -97.87512346999966)",2801471,Routine Inspection,1580
Bridgepoint Elem School,78746,2011-03-30,100,"6401 CEDAR ST AUSTIN, TX 78746 (30.339965133000476, -97.80459306499966)",2800786,Routine Inspection,1581
Brick Oven Restaurant,78748,2013-07-26,89,"9911 BRODIE LN AUSTIN, TX 78748 (30.18477431800045, -97.8489847349997)",2801869,Routine Inspection,1582
Bright Horizons Family Solution,78758,2012-11-28,92,"2411 W BRAKER LN AUSTIN, TX 78758 (30.390182914000434, -97.71749158599965)",2801497,Routine Inspection,1583
Brodie Ranch Rehabilitation & Healthcare,78748,2012-12-06,90,"2101 FRATE BARKER RD AUSTIN, TX 78748 (30.14952273500046, -97.84078033099968)",10460955,Routine Inspection,1584
Brodie Ranch Rehabilitation & Healthcare,78748,2014-01-02,91,"2101 FRATE BARKER RD AUSTIN, TX 78748 (30.14952273500046, -97.84078033099968)",10460955,Routine Inspection,1585
Brodie Park Market,78748,2012-01-20,92,"9001 BRODIE LN Bldg A AUSTIN, TX 78748 (30.194164316000467, -97.84294543099969)",10334740,Routine Inspection,1586
Brodie Park Market,78748,2011-07-20,72,"9001 BRODIE LN Bldg A AUSTIN, TX 78748 (30.194164316000467, -97.84294543099969)",10334740,Routine Inspection,1587
Brodie Park Market,78748,2013-02-21,96,"9001 BRODIE LN Bldg A AUSTIN, TX 78748 (30.194164316000467, -97.84294543099969)",10334740,Routine Inspection,1588
Brodie's Food Mart,78745,2012-05-03,91,"7612 BRODIE LN AUSTIN, TX 78745 (30.20661719800046, -97.83529651399965)",10549062,Routine Inspection,1589
Brooke Elementary,78702,2013-04-12,100,"3100 E 4TH ST AUSTIN, TX 78702 (30.254267180000454, -97.70816080799966)",2800328,Routine Inspection,1590
"Brixton, The",78702,2013-01-31,100,"1412 E 6TH ST AUSTIN, TX 78702 (30.263457013000448, -97.7276514509997)",10617710,Routine Inspection,1591
Brodie's Food Mart,78745,2012-12-31,87,"7612 BRODIE LN AUSTIN, TX 78745 (30.20661719800046, -97.83529651399965)",10549062,Routine Inspection,1592
Broken Spoke,78704,2013-04-02,90,"3201 S LAMAR BLVD AUSTIN, TX 78704 (30.241316845000483, -97.78548380099966)",2800195,Routine Inspection,1593
Brooke Elementary,78702,2012-10-15,100,"3100 E 4TH ST AUSTIN, TX 78702 (30.254267180000454, -97.70816080799966)",2800328,Routine Inspection,1594
Brooke Elementary,78702,2012-04-17,100,"3100 E 4TH ST AUSTIN, TX 78702 (30.254267180000454, -97.70816080799966)",2800328,Routine Inspection,1595
Brodie Park Market,78748,2012-07-23,91,"9001 BRODIE LN Bldg A AUSTIN, TX 78748 (30.194164316000467, -97.84294543099969)",10334740,Routine Inspection,1596
Broken Spoke,78704,2013-10-03,91,"3201 S LAMAR BLVD AUSTIN, TX 78704 (30.241316845000483, -97.78548380099966)",2800195,Routine Inspection,1597
Brodie Park Market,78748,2013-10-22,93,"9001 BRODIE LN Bldg A AUSTIN, TX 78748 (30.194164316000467, -97.84294543099969)",10334740,Routine Inspection,1598
Brown Elementary,78752,2013-05-24,100,"505 W ANDERSON LN EB AUSTIN, TX 78752 (30.34553541200046, -97.7089839729997)",2800128,Routine Inspection,1599
"Brookfield Assisted Living, The",78725,2013-05-21,89,"14109 FM 969 RD AUSTIN, TX 78725 (30.25535042800044, -97.60886706499969)",10820053,Routine Inspection,1600
Brooklyn Heights Pizzeria,78717,2012-07-26,90,"14900 AVERY RANCH BLVD AUSTIN, TX 78717 (30.497696507000455, -97.77713845199969)",10101590,Routine Inspection,1601
Bryker Woods Elementary,78703,2013-11-06,97,"3309 KERBEY LN AUSTIN, TX 78703 (30.305383927000435, -97.7513846499997)",2800206,Routine Inspection,1602
Bryker Woods Elementary,78703,2012-05-10,97,"3309 KERBEY LN AUSTIN, TX 78703 (30.305383927000435, -97.7513846499997)",2800206,Routine Inspection,1603
Brooklyn Heights Pizzeria,78717,2012-01-23,83,"14900 AVERY RANCH BLVD AUSTIN, TX 78717 (30.497696507000455, -97.77713845199969)",10101590,Routine Inspection,1604
Brooklyn Heights Pizzeria,78717,2011-07-22,77,"14900 AVERY RANCH BLVD AUSTIN, TX 78717 (30.497696507000455, -97.77713845199969)",10101590,Routine Inspection,1605
Bryker Woods Elementary,78703,2011-04-06,100,"3309 KERBEY LN AUSTIN, TX 78703 (30.305383927000435, -97.7513846499997)",2800206,Routine Inspection,1606
Brooklyn Heights Pizzeria,78717,2013-12-31,85,"14900 AVERY RANCH BLVD AUSTIN, TX 78717 (30.497696507000455, -97.77713845199969)",10101590,Routine Inspection,1607
Bryker Woods Elementary,78703,2012-11-05,100,"3309 KERBEY LN AUSTIN, TX 78703 (30.305383927000435, -97.7513846499997)",2800206,Routine Inspection,1608
Brown Elementary,78752,2011-10-21,100,"505 W ANDERSON LN EB AUSTIN, TX 78752 (30.34553541200046, -97.7089839729997)",2800128,Routine Inspection,1609
Bryker Woods Elementary,78703,2011-10-14,97,"3309 KERBEY LN AUSTIN, TX 78703 (30.305383927000435, -97.7513846499997)",2800206,Routine Inspection,1610
"Bubba's Country Store, Inc.",78737,2011-10-26,94,"11606 FM 1826 RD AUSTIN, TX 78737 (30.193917959000487, -97.92396496699968)",2804054,Routine Inspection,1611
Brooke Elementary,78702,2011-10-27,100,"3100 E 4TH ST AUSTIN, TX 78702 (30.254267180000454, -97.70816080799966)",2800328,Routine Inspection,1612
"Bubba's Country Store, Inc.",78737,2014-01-16,97,"11606 FM 1826 RD AUSTIN, TX 78737 (30.193917959000487, -97.92396496699968)",2804054,Routine Inspection,1613
Brown Elementary,78752,2012-04-20,100,"505 W ANDERSON LN EB AUSTIN, TX 78752 (30.34553541200046, -97.7089839729997)",2800128,Routine Inspection,1614
Brookside Farm,78653,2012-07-26,100,"2213 E HOWARD LN AUSTIN, TX 78653 (30.398883428000488, -97.63342889599966)",10584597,Routine Inspection,1615
Brown Elementary,78752,2012-11-30,93,"505 W ANDERSON LN EB AUSTIN, TX 78752 (30.34553541200046, -97.7089839729997)",2800128,Routine Inspection,1616
Buffalo Billiards,78701,2011-03-08,70,"201 E 6TH ST AUSTIN, TX 78701 (30.26760363100044, -97.74131716899967)",2801447,Routine Inspection,1617
Buckner Villas,78753,2013-06-07,96,"11110 TOM ADAMS DR AUSTIN, TX 78753 (30.371766530000457, -97.67025614799968)",10510628,Routine Inspection,1618
Buca di Beppo,78759,2012-01-10,87,"3600 TUDOR BLVD AUSTIN, TX 78759 (30.384027537000463, -97.73693248399968)",2801710,Routine Inspection,1619
Bucket's Deli & Sports Bar,78702,2012-12-05,97,"2020 E CESAR CHAVEZ ST AUSTIN, TX 78702 (30.256516373000466, -97.72277168399967)",10111403,Routine Inspection,1620
Buenos Aires Cafe,78702,2014-01-31,75,"1201 E 6TH ST AUSTIN, TX 78702 (30.264334661000476, -97.73038033099965)",10187892,Routine Inspection,1621
Buenos Aires Cafe,78702,2013-01-30,100,"1201 E 6TH ST AUSTIN, TX 78702 (30.264334661000476, -97.73038033099965)",10187892,Routine Inspection,1622
Buckner Villas,78753,2012-11-16,77,"11110 TOM ADAMS DR AUSTIN, TX 78753 (30.371766530000457, -97.67025614799968)",10510628,Routine Inspection,1623
Buenos Aires Cafe,78702,2012-01-24,100,"1201 E 6TH ST AUSTIN, TX 78702 (30.264334661000476, -97.73038033099965)",10187892,Routine Inspection,1624
Bucket's Deli & Sports Bar,78702,2011-05-31,97,"2020 E CESAR CHAVEZ ST AUSTIN, TX 78702 (30.256516373000466, -97.72277168399967)",10111403,Routine Inspection,1625
Bueno Mexican Market,78724,2013-07-18,96,"14300 FM 969 RD Unit D AUSTIN, TX 78724 (30.24752788900048, -97.58349459499965)",10680202,Routine Inspection,1626
"Bubba's Country Store, Inc.",78737,2012-10-30,100,"11606 FM 1826 RD AUSTIN, TX 78737 (30.193917959000487, -97.92396496699968)",2804054,Routine Inspection,1627
Bucket's Deli & Sports Bar,78702,2011-11-29,97,"2020 E CESAR CHAVEZ ST AUSTIN, TX 78702 (30.256516373000466, -97.72277168399967)",10111403,Routine Inspection,1628
Bueno Mexican Market,78724,2012-06-18,89,"14300 FM 969 RD Unit D AUSTIN, TX 78724 (30.24752788900048, -97.58349459499965)",10680202,Routine Inspection,1629
Buddy's Place,78757,2012-01-19,90,"8619 BURNET RD AUSTIN, TX 78757 (30.36910279200049, -97.72740035699968)",2801152,Routine Inspection,1630
Bucket's Deli & Sports Bar,78702,2013-05-23,100,"2020 E CESAR CHAVEZ ST AUSTIN, TX 78702 (30.256516373000466, -97.72277168399967)",10111403,Routine Inspection,1631
Buddy's Place,78757,2011-07-20,94,"8619 BURNET RD AUSTIN, TX 78757 (30.36910279200049, -97.72740035699968)",2801152,Routine Inspection,1632
Buffalo Wild Wings Grill & Bar,78745,2012-04-06,86,"901 LITTLE TEXAS LN Bldg D AUSTIN, TX 78745 (30.19858927000047, -97.76857043199965)",10365825,Routine Inspection,1633
Buffalo Billiards,78701,2013-04-16,78,"201 E 6TH ST AUSTIN, TX 78701 (30.26760363100044, -97.74131716899967)",2801447,Routine Inspection,1634
Buffalo Wild Wings Grill & Bar,78752,2013-11-18,82,"7604 N IH 35 SVRD SB AUSTIN, TX 78752 (30.332252490000485, -97.70383703299967)",10306250,Routine Inspection,1635
Buffalo Wild Wings Grill & Bar,78752,2011-06-13,91,"7604 N IH 35 SVRD SB AUSTIN, TX 78752 (30.332252490000485, -97.70383703299967)",10306250,Routine Inspection,1636
Buffalo Wild Wings Grill & Bar,78752,2012-01-19,87,"7604 N IH 35 SVRD SB AUSTIN, TX 78752 (30.332252490000485, -97.70383703299967)",10306250,Routine Inspection,1637
Bull McCabes,78701,2013-02-06,91,"714 RED RIVER ST AUSTIN, TX 78701 (30.268111742000485, -97.73663993599968)",10211540,Routine Inspection,1638
Buffalo Wild Wings Grill & Bar,78753,2012-02-27,82,"13000 N IH 35 SVRD SB Bldg 4 AUSTIN, TX 78753 (30.371744244000467, -97.6805695279997)",10348456,Routine Inspection,1639
Buffet King,78723,2013-12-09,83,"5451 N IH 35 SVRD NB AUSTIN, TX 78723 (30.307581548000485, -97.68754760699966)",10554382,Routine Inspection,1640
Buffalo Wild Wings Grill & Bar,78745,2011-09-13,84,"901 LITTLE TEXAS LN Bldg D AUSTIN, TX 78745 (30.19858927000047, -97.76857043199965)",10365825,Routine Inspection,1641
Buffalo Billiards,78701,2013-10-21,86,"201 E 6TH ST AUSTIN, TX 78701 (30.26760363100044, -97.74131716899967)",2801447,Routine Inspection,1642
Buffalo Wild Wings Grill & Bar,78753,2013-07-29,75,"13000 N IH 35 SVRD SB Bldg 4 AUSTIN, TX 78753 (30.371744244000467, -97.6805695279997)",10348456,Routine Inspection,1643
Buffalo Billiards,78701,2012-10-03,83,"201 E 6TH ST AUSTIN, TX 78701 (30.26760363100044, -97.74131716899967)",2801447,Routine Inspection,1644
Buffalo Wild Wings Grill & Bar,78753,2011-07-20,94,"13000 N IH 35 SVRD SB Bldg 4 AUSTIN, TX 78753 (30.371744244000467, -97.6805695279997)",10348456,Routine Inspection,1645
