restaurant_name,zip_code,inspection_date,score,address,facility_id,process_description,serialid
Sugar Mama's Bakeshop,78704,2011-04-14,93,"1905 S 1ST ST Bldg A AUSTIN, TX 78704 (30.246439292000446, -97.75641629899968)",10182564,Routine Inspection,17521
Tetco #77 / 7-Eleven Convenience Store #36274,78731,2013-07-10,100,"3324 NORTHLAND DR AUSTIN, TX 78731 (30.337225594000472, -97.75659723599966)",10839836,Routine Inspection,17522
Candlewood,78745,2011-11-04,93,"4320 S IH 35 SVRD SB AUSTIN, TX 78745 (30.20688170000045, -97.7956469989997)",2803789,Routine Inspection,17523
6 St Cool Store,78702,2013-04-12,100,"1900 E 6TH ST AUSTIN, TX 78702 (30.261606965000453, -97.7222896289997)",10199624,Routine Inspection,17524
Dawson Elementary,78704,2013-02-27,89,"3001 S 1ST ST AUSTIN, TX 78704 (30.23522424200047, -97.76394531399967)",2800137,Routine Inspection,17525
EZ Stop,78758,2012-06-22,100,"1200 KRAMER LN AUSTIN, TX 78758 (30.38266783500046, -97.6943671739997)",2803785,Routine Inspection,17526
Pad Thai,78723,2011-10-13,70,"1201 BARBARA JORDAN BLVD Bunit 1220 AUSTIN, TX 78723 (30.306665458000452, -97.70923269799965)",10253011,Routine Inspection,17527
Hecho En Mexico,78749,2011-04-06,81,"6001 W WILLIAM CANNON DR Bunit 301 AUSTIN, TX 78749 (30.228694593000455, -97.86281153299967)",10217239,Routine Inspection,17528
Randalls 2480 Bakery,78749,2012-10-18,93,"6600 S MOPAC EXPY SB AUSTIN, TX 78749 (30.22123873500044, -97.83662542099967)",2801134,Routine Inspection,17529
Cabo Bob's,78704,2012-12-10,97,"500 E BEN WHITE BLVD WB Bldg D AUSTIN, TX 78704 (30.220115914000473, -97.7575281819997)",10117231,Routine Inspection,17530
Tekila's Mexican Food,78745,2012-01-03,83,"717 E BEN WHITE BLVD EB AUSTIN, TX 78745 (30.20688170000045, -97.7956469989997)",10193776,Routine Inspection,17531
Torchy's Tacos,78749,2012-07-20,93,"4301 W WILLIAM CANNON DR Bunit 400 AUSTIN, TX 78749 (30.222226532000434, -97.83897529099966)",10363316,Routine Inspection,17532
Wendy's Old Fashioned Hamburgers #8401,78758,2013-08-28,93,"1910 W BRAKER LN AUSTIN, TX 78758 (30.391845825000473, -97.7068792769997)",10841171,Routine Inspection,17533
Childrens Network,78727,2011-11-15,97,"12223 CASSADY DR AUSTIN, TX 78727 (30.42065658800044, -97.7188181249997)",2801656,Routine Inspection,17534
Premier High School of North Austin,78758,2012-12-12,94,"1835 KRAMER LN Bunit 600 AUSTIN, TX 78758 (30.387425609000445, -97.7077628459997)",10243662,Routine Inspection,17535
Mi Casa Mexican Restaurant,78757,2013-01-15,86,"8766 RESEARCH BLVD SB AUSTIN, TX 78757 (30.353851738000458, -97.71564951699969)",10389405,Routine Inspection,17536
Speedi-Stop,78702,2012-01-10,93,"1621 E CESAR CHAVEZ ST AUSTIN, TX 78702 (30.25790450100044, -97.72693962199969)",2803792,Routine Inspection,17537
Open Door Preschool,78722,2013-10-10,94,"2918 E MARTIN LUTHER KING JR BLVD AUSTIN, TX 78722 (30.281988285000466, -97.7076147949997)",10670645,Routine Inspection,17538
Zero Degree Ice Cream Creation,78717,2012-10-25,90,"11301 LAKELINE BLVD Bunit 200 AUSTIN, TX 78717 (30.480042883000465, -97.8010789219997)",10109542,Routine Inspection,17539
Crestview United Methodist Church,78757,2012-06-01,100,"1300 MORROW ST AUSTIN, TX 78757 (30.347216088000437, -97.72294816099969)",10171865,Routine Inspection,17540
Longbranch Inn,78702,2011-04-23,94,"1133 E 11TH ST AUSTIN, TX 78702 (30.268714607000447, -97.72803993799965)",2802276,Routine Inspection,17541
BCCC Country Club,78735,2012-09-20,91,"8212 BARTON CLUB DR AUSTIN, TX 78735 (30.29109521100048, -97.8600873909997)",2800655,Routine Inspection,17542
BC-Whole Foods Market Specialty,78738,2012-12-07,100,"12601 HILL COUNTRY BLVD BEE CAVE, TX 78738 (30.307864081000446, -97.9375608039997)",10744425,Routine Inspection,17543
Decker Lake Cafeteria,78724,2013-09-06,94,"8500 DECKER LN AUSTIN, TX 78724 (30.310967234000486, -97.61528651599968)",2801728,Routine Inspection,17544
Double Daves Pizza,78758,2012-01-23,90,"11900 METRIC BLVD AUSTIN, TX 78758 (30.399897441000462, -97.70354634799969)",2802376,Routine Inspection,17545
"Convenient Store, The",78759,2011-08-24,86,"12518 RESEARCH BLVD SB AUSTIN, TX 78759 (30.429035101000466, -97.75991239899969)",2803765,Routine Inspection,17546
Papa Murphy's Take-N-Bake,78758,2011-07-15,94,"12407 N MOPAC EXPY NB AUSTIN, TX 78758 (30.41755935700047, -97.7046608769997)",2803152,Routine Inspection,17547
Silver Grill Cafe,78727,2012-04-17,71,"4005 W PARMER LN Unit E AUSTIN, TX 78727 (30.425695066000458, -97.71594237799968)",10465293,Routine Inspection,17548
MN - Manor Food Mart,78653,2013-09-19,96,"10905 E US 290 HWY EB MANOR, TX 78653 (30.339943149000476, -97.5295588619997)",10216838,Routine Inspection,17549
Snappy Mart #1,78756,2012-02-13,97,"1112 W KOENIG LN AUSTIN, TX 78756 (30.329716438000446, -97.7291284099997)",10456526,Routine Inspection,17550
Threadgill's,78752,2012-02-08,75,"6416 N LAMAR BLVD AUSTIN, TX 78752 (30.332477296000434, -97.72227660099969)",2800004,Routine Inspection,17551
Austin's Pizza,78748,2014-02-03,81,"9900 S IH 35 SVRD SB Bldg M AUSTIN, TX 78748 (30.168080801000485, -97.82498882099969)",10505732,Routine Inspection,17552
Westgate Lane (Bar),78745,2011-10-05,94,"2701 W WILLIAM CANNON DR AUSTIN, TX 78745 (30.207414306000487, -97.81630924399968)",2800648,Routine Inspection,17553
Sam's Club #6453 Produce & Groceries,78759,2011-05-03,93,"9700 N CAPITAL OF TEXAS HWY SB AUSTIN, TX 78759 (30.39018646700049, -97.74354030499967)",2803420,Routine Inspection,17554
Hoboken Pie,78701,2011-08-31,100,"718 RED RIVER ST AUSTIN, TX 78701 (30.268161488000487, -97.73662927599969)",10134394,Routine Inspection,17555
"Children's Courtyard, The",78759,2011-04-26,100,"12336 N MOPAC EXPY SB AUSTIN, TX 78759 (30.36126048300048, -97.74399582399968)",2801724,Routine Inspection,17556
Elizabeth Street Cafe,78704,2013-08-08,90,"1501 S 1ST ST AUSTIN, TX 78704 (30.249910921000435, -97.75496156699967)",10687176,Routine Inspection,17557
McDonalds,78705,2011-10-18,94,"414 W MARTIN LUTHER KING JR BLVD AUSTIN, TX 78705 (30.282036846000437, -97.74296349799965)",2801928,Routine Inspection,17558
Third Base,78703,2012-12-27,76,"1717 W 6TH ST Unit 210 AUSTIN, TX 78703 (30.27612545800048, -97.76498285599968)",10007770,Routine Inspection,17559
Blenders #2195,78752,2012-04-04,92,"6001 AIRPORT BLVD AUSTIN, TX 78752 (30.32526424100047, -97.71595896099967)",10491338,Routine Inspection,17560
Lexus of Austin,78759,2012-03-13,93,"9910 STONELAKE BLVD AUSTIN, TX 78759 (30.391858854000475, -97.73958200899966)",10626918,Routine Inspection,17561
Rundberg Food Mart,78753,2012-05-08,83,"9318 N IH 35 SVRD SB AUSTIN, TX 78753 (30.359764624000434, -97.69290923299968)",10367658,Routine Inspection,17562
Q-Mart,78717,2013-03-12,89,"10001 W PARMER LN AUSTIN, TX 78717 (30.488409552000462, -97.7716593729997)",10147278,Routine Inspection,17563
Taco Cabana Patio Rest. #125,78750,2012-08-23,82,"13376 N US 183 HWY AUSTIN, TX 78750 (30.43159235000047, -97.80135633599969)",2800474,Routine Inspection,17564
Scores Men's Club (aka Hot Bodies),78744,2014-01-16,91,"4134 FELTER LN AUSTIN, TX 78744 (30.19656274500045, -97.70577066899966)",2803270,Routine Inspection,17565
CVS Pharmacy #6945,78741,2012-06-08,97,"4405 E RIVERSIDE DR AUSTIN, TX 78741 (30.23327588900048, -97.72301567299968)",2804035,Routine Inspection,17566
Beets Cafe,78703,2011-05-24,100,"1611 W 5TH ST Unit 165 AUSTIN, TX 78703 (30.274437674000467, -97.76438828299968)",10291741,Routine Inspection,17567
Embassy Suites Restaurant,78704,2012-06-18,82,"300 S CONGRESS AVE AUSTIN, TX 78704 (30.25869094900048, -97.74634024999966)",2801353,Routine Inspection,17568
ABIA Salt Lick Deli,78719,2014-01-06,100,"3600 PRESIDENTIAL BLVD AUSTIN, TX 78719 (30.202654164000478, -97.66544507699967)",2801339,Routine Inspection,17569
Subway Sandwiches,78745,2011-11-07,90,"2217 W BEN WHITE BLVD EB AUSTIN, TX 78745 (30.20688170000045, -97.7956469989997)",2800722,Routine Inspection,17570
Taco Cabana,78660,2013-11-20,100,"15002 FM 1825 RD AUSTIN, TX 78660 (30.44237629000048, -97.66570683099968)",2801246,Routine Inspection,17571
Circle A,78723,2011-08-02,94,"7107 E US 290 HWY EB AUSTIN, TX 78723 (30.307581548000485, -97.68754760699966)",2803780,Routine Inspection,17572
Korean Grill,78753,2011-06-22,76,"10901 N LAMAR BLVD Bunit 204 AUSTIN, TX 78753 (30.378465551000488, -97.6882935219997)",10159246,Routine Inspection,17573
El Dorado,78741,2013-11-22,93,"1523 TINNIN FORD RD AUSTIN, TX 78741 (30.241434102000483, -97.7262242379997)",2802050,Routine Inspection,17574
Subway,78757,2014-01-09,97,"7711 BURNET RD AUSTIN, TX 78757 (30.353664014000458, -97.73230499699969)",2800494,Routine Inspection,17575
Dobie Jr High School,78753,2012-12-10,94,"1200 E RUNDBERG LN Bldg R AUSTIN, TX 78753 (30.35410579900048, -97.6813469599997)",2800114,Routine Inspection,17576
Maru Japanese Restaurant,78756,2011-03-08,72,"4636 BURNET RD AUSTIN, TX 78756 (30.317776404000483, -97.7401067029997)",10424710,Routine Inspection,17577
Thundercloud Subs,78748,2011-03-18,86,"1807 W SLAUGHTER LN Unit 500 AUSTIN, TX 78748 (30.173652711000443, -97.82205955299969)",2800742,Routine Inspection,17578
Barley Swine,78704,2011-08-10,85,"2024 S LAMAR BLVD AUSTIN, TX 78704 (30.248956287000453, -97.76844014799968)",10514011,Routine Inspection,17579
LW - Hurst Harbor Marina-Ship Store,78734,2012-02-17,100,"16405 CLARA VAN AUSTIN, TX 78734 (30.37561349200047, -97.96179619299966)",2803487,Routine Inspection,17580
Delta Tau Delta Fraternity,78705,2012-03-30,97,"2801 SAN JACINTO BLVD AUSTIN, TX 78705 (30.29020927200048, -97.7344594379997)",2800623,Routine Inspection,17581
Walgreens #3341,78745,2012-04-13,100,"5600 S 1ST ST AUSTIN, TX 78745 (30.208403288000454, -97.78158827799967)",2803506,Routine Inspection,17582
Jamba Juice,78759,2012-04-26,94,"10710 RESEARCH BLVD SB AUSTIN, TX 78759 (30.397992911000472, -97.74661266399966)",2801707,Routine Inspection,17583
Sonic Drive In,78617,2011-05-31,92,"3119 E SH 71 WB AUSTIN, TX 78617 (30.17111361600047, -97.61300903799969)",2800650,Routine Inspection,17584
St. Roch's Bar,78702,2012-10-19,97,"515 PEDERNALES ST AUSTIN, TX 78702 (30.25854763500047, -97.71478284199969)",10425855,Routine Inspection,17585
Pizza Hut,78730,2013-10-28,94,"10601 FM 2222 RD Bldg A AUSTIN, TX 78730 (30.39351465800047, -97.8439012499997)",2802656,Routine Inspection,17586
Hat Creek Burger Company,78756,2011-06-03,84,"5400 BURNET RD AUSTIN, TX 78756 (30.328248954000458, -97.73982244399969)",10345923,Routine Inspection,17587
Rodeway Inn University,78705,2011-12-28,94,"2900 N IH 35 SVRD SB AUSTIN, TX 78705 (30.292743355000482, -97.74027859399968)",10157609,Routine Inspection,17588
Costco #681 Retail,78759,2012-02-28,96,"10401 RESEARCH BLVD NB AUSTIN, TX 78759 (30.39604084700045, -97.74578101599968)",2803772,Routine Inspection,17589
Willie's Bar-B-Q,78721,2011-12-07,87,"4505 E MARTIN LUTHER KING JR BLVD AUSTIN, TX 78721 (30.285582968000483, -97.68408649899965)",2800081,Routine Inspection,17590
Wingstop Restaurant,78745,2012-03-07,96,"500 W WILLIAM CANNON DR Unit 422 AUSTIN, TX 78745 (30.196476284000482, -97.78620865999966)",2801921,Routine Inspection,17591
Sawyer Food Service- Hancock,78731,2011-04-29,87,"2823 HANCOCK DR AUSTIN, TX 78731 (30.327885340000478, -97.7497726689997)",10000695,Routine Inspection,17592
Thien Nhon Duong,78752,2011-06-06,93,"7801 N LAMAR BLVD AUSTIN, TX 78752 (30.34566214300048, -97.71337694799968)",2803417,Routine Inspection,17593
Flea Market #C,78754,2013-03-23,97,"9500 E US 290 HWY SVRD WB AUSTIN, TX 78754 (30.35125319900044, -97.65755837899968)",2800520,Routine Inspection,17594
Chuy's 183,78759,2011-07-08,90,"11680 RESEARCH BLVD SB AUSTIN, TX 78759 (30.418361733000438, -97.74721460699965)",10003985,Routine Inspection,17595
Buenos Aires Cafe,78702,2011-08-11,86,"1201 E 6TH ST AUSTIN, TX 78702 (30.264334661000476, -97.73038033099965)",10187892,Routine Inspection,17596
